longitude,latitude,name,phone,dates_open,state,city
-111.205,33.719,Cholla Bay,928.467.3201/602.225.5201,,AZ,Roosevelt
-111.74,34.996,Cave Springs,928.203.7501/928.527.3600,early apr-late oct,AZ,Sedona
-110.823,34.32,Canyon Point,928.537.8888/928.333.4301,early may-mid nov,AZ,Forest Lakes Estates
-110.886,34.306,Sinkhole,928.537.8888/928.333.4301,mid may-mid oct,AZ,Forest Lakes
-110.946,34.327,Aspen,928.537.8888/928.333.4301,mid apr-mid nov,AZ,Payson
-110.743,34.305,Black Canyon Rim,928.537.8888/928.333.4301,mid may-mid nov,AZ,Forest Lakes
-111.035,34.308,Christopher Creek,928.474.7901/602.225.5201,early apr-late oct,AZ,Payson
-111.113,34.299,Ponderosa,928.474.7901/602.225.5201,early apr-late oct,AZ,Payson
-111.398,32.646,Picacho Peak State Park,520.466.3183,all year,AZ,Picacho
-111.738,35.013,Pine Flat,928.203.7501/928.527.3600,early apr-late oct,AZ,Sedona
-111.143,32.219,Gilbert Ray,520.883.4200,,AZ,Tucson
-111.087,33.667,Windy Hill,928.467.3201/602.225.5201,,AZ,Roosevelt
-111.462,35.028,Pinegrove,928.774.1147/928.527.3600,early may-late sep,AZ,Flagstaff
-110.936,34.332,Spillway,928.537.8888/928.333.4301,mid may-mid nov,AZ,Heber
-109.484,33.965,Winn,928.333.4372/928.333.4301,mid may-mid nov,AZ,Greer
-110.743,34.305,Black Canyon Rim,928.537.8888/928.333.4301,mid may-mid nov,AZ,Forest Lakes
-112.157,35.281,Kaibab Lake,928.635.5630/928.635.8200,mid may-mid sep,AZ,Williams
-111.599,35.125,Canyon Vista,928.774.1147/928.527.3600,mid may-mid oct,AZ,Flagstaff
-110.957,34.321,Mogollon,928.537.8888/928.333.4301,mid may-mid oct,AZ,Forest Lakes
-109.32,33.804,Deer Creek,928.339.4384/928.333.4301,mid may-mid sep,AZ,Alpine
-111.646,33.547,Coon Bluff,480.610.3301/602.225.5201,mid oct - mid apr,AZ,Mesa
-93.878,36.392,Starkey - Beaver Lake,479.636.1210,,AR,Eureka Springs
-94.024,36.287,Horseshoe Bend - Beaver Lake,479.925.2561,all year,AR,Rogers
-94.094,34.14,Horseshoe Bend - Dierks Lake,870.286.2346,all year,AR,Lockesburg
-93.16,36.063,Ozark - Buffalo National River,870.439.2502,,AR,Jasper
-92.647,36.438,Ozark Isle - Bull Shoals Lake,870.431.5744,,AR,Oakland
-94.25,35.782,Devils Den State Park,479.761.3325,all year,AR,West Fork
-92.177,35.584,Devils Fork - Greers Ferry Lake,501.825.8618,early apr-late oct,AR,Greers Ferry
-93.934,36.342,Rocky Branch - Beaver Lake,501.925.2526,,AR,Rogers
-91.994,35.511,John F Kennedy - Greers Ferry Lake,501.250.0481,early mar-late nov,AR,Heber Springs
-94.031,36.241,Hickory Creek - Beaver Lake,479.750.2943,all year,AR,Springdale
-93.357,34.542,Crystal Springs - Lake Ouachita,501.767.2108,early may-late sep,AR,Hot Springs
-90.613,34.6,Storm Creek Lake,870.295.5278/479.964.7200,,AR,West Helena
-93.697,34.612,Rocky Shoals,870.356.4186/501.321.5202,,AR,Mount Ida
-93.479,35.424,Spadra - Lake Dardanelle,501.754.6438,,AR,Clarksville
-93.658,35.107,Waveland - Blue Mountain Lake,479.947.2102,early mar-late oct,AR,Waveland
-93.891,36.422,Indian Creek - Beaver Lake,479.636.1210,,AR,Gateway
-93.126,34.227,Iron Mountain - De Gray Lake,870.246.5501,all year,AR,Arkadelphia
-93.073,34.761,Iron Springs,501.984.5313/501.321.5202,,AR,Jessieville
-93.373,34.686,Irons Fork - Lake Ouachita,,,AR,Story
-93.845,35.035,Jack Creek,479.637.4174/501.321.5202,mid may-mid nov,AR,Booneville
-92.549,36.373,Lakeview - Bull Shoals Lake,870.431.8116,all year,AR,Mountain Home
-92.922,36.473,Lead Hill - Bull Shoals Lake,870.422.7555,early apr-late oct,AR,Lead Hill
-90.688,34.705,Maple Flat,870.295.5278/479.964.7200,,AR,Jeffersonville
-92.438,34.831,Maumelle,501.868.9477,all year,AR,Little Rock
-93.735,34.157,Parker Creek - Lake Greeson,870.285.2151,early may-late nov,AR,Murfreesboro
-121.783,36.249,Pfeiffer Big Sur State Park,831.667.2315,mid may-late dec,CA,Big Sur
-117.319,33.104,South Carlsbad State Beach,760.438.3143,all year,CA,Carlsbad
-117.822,33.563,Crystal Cove State Park - Moro Campground,949.494.9143,all year,CA,Laguna Beach
-118.474,35.671,Hungry Gulch,760.379.5646/559.784.1500,mid may-mid sep,CA,Lake Isabella
-118.486,35.651,Pioneer Point,760.379.5646/559.784.1500,early jun-mid sep,CA,Lake Isabella
-121.496,35.99,Kirk Creek,831.385.5434/805.961.5778,all year,CA,Lucia
-124.03,41.359,Elk Prairie  - Prairie Creek Redwoods State Park,707.465.7335,all year,CA,Orick
-119.595,37.828,Yosemite Creek - Yosemite National Park,209.372.0200,,CA,
-123.699,38.981,Manchester State Park,707.882.2463,mid may-late dec,CA,Manchester;
-121.832,36.899,Sunset State Beach,831.763.7062,all year,CA,Watsonville
-117.177,33.869,Lake Perris State Rec Area,951.940.5600,all year,CA,Perris
-117.048,32.786,Kumeyaay Lake Campground - Mission Trails Park,,,CA,San Diego
-122.221,37.169,Big Basin Redwoods State Park,831.338.8860,early mar-late dec,CA,Boulder Creek
-120.989,39.084,Bear River County Park,530.886.4901,mid jun-mid oct,CA,Colfax
-118.611,36.452,Cold Springs - Sequoia National Park,559.565.3341,,CA,Three Rivers
-119.084,37.64,Minaret Falls,760.924.5500/760.873.2400,,CA,Mammoth Lakes
-121.075,38.789,Peninsula - Folsom Lake State Rec Area,916.988.0205,,CA,Folsom
-122.654,39.356,Mill Creek,530.934.1250/530.934.3316,,CA,Stonyford
-121.188,39.914,Mill Creek,530.283.0555/530.283.2050,,CA,Quincy
-119.937,38.302,Mill Creek,209.965.3434/209.533.3671,,CA,Mi-Wuk
-118.01,34.343,Horse Flats,818.899.1900/626.574.1613,mid apr-mid nov,CA,La Canada
-116.583,32.958,Paso Picacho - Cuyamaca Rancho State Park,760.765.3020,all year,CA,Julian
-116.789,33.386,Oak Grove,`,,CA,Warner Springs
-120.403,38.868,Sunset,530.644.2349/530.622.5061,early jun-late aug,CA,Pollock Pines
-120.841,35.333,Morro Bay State Park,805.772.2560,all year,CA,Morro Bay
-105.497,39.842,Cold Springs,303.567.3000/970.295.6600,mid may-mid sep,CO,Black Hawk
-105.063,39.539,Chatfield State Park,303.791.7275,mid apr-late oct,CO,Littleton
-106.349,39.269,Belle of Colorado,719.486.0749/719.545.8737,,CO,Leadville
-105.76,40.121,Arapaho Bay,970.887.4100/970.295.6600,early jun-mid oct,CO,Granby
-105.852,40.597,Chambers Lake,970.498.1375/970.295.6600,all year,CO,Rustic
-106.368,37.126,Elk Creek,719.274.8971/719-852-5941,mid may-mid sep,CO,Antonito
-105.716,39.613,Guanella Pass,303.567.3000/970.295.6600,early jun-late aug,CO,Georgetown
-105.521,40.128,Camp Dick,303.541.2500/970.295.6600,mid may-mid oct,CO,Ward
-105.12,38.871,Crags,719.636.1602/719.545.8737,,CO,Divide
-106.605,40.585,Teal Lake,970.723.8204/307.745.2300,,CO,Walden
-106.691,40.496,Granite,970.879.1870/307.745.2300,,CO,Steamboat Springs
-105.843,39.425,Aspen,719.836.2031/719.545.8737,early jun-late sep,CO,Jefferson
-105.498,39.932,Kelly Dahl,303.541.2500/970.295.6600,mid may-mid sep,CO,Nederland
-105.483,40.681,Kelly Flats,970.498.1375/970.295.6600,mid may-mid sep,CO,Rustic
-105.143,37.326,Bear Lake,719.269.8500/719.545.8737,mid may-mid sep,CO,La Veta
-108.732,39.121,Saddlehorn - Colorado National Monument,,,CO,Fruita
-107.547,37.478,Vallecito,970.884.2512/970.247.4874,mid may-mid sep,CO,Vallecito
-105.6,40.358,Moraine Park,970.586.1418,all year,CO,Estes Park
-107.883,39.078,Big Creek,970.242.8211/970.874.6600,mid jul-mid sep,CO,Collbran
-106.747,38.731,Rosy Lane,970.641.0471/970.874.6600,mid jun-late sep,CO,Almont
-106.734,39.48,Sylvan Lake State Park,970.328.2021,all year,CO,Gypsum
-107.709,38.586,North Rim - Gunnison National Park,970.641.2337,,CO,
-105.805,39.483,Hall Valley,303.275.5610/719.545.8737,,CO,Webster
-105.505,37.745,Pinyon Flats - Sand Dunes National Monument,719.378.6399,all year,CO,Mosca
-105.569,40.079,Pawnee,303.541.2500/970.295.6600,mid jun-,CO,Nederland
-73.098,41.651,Black Rock State Park,860.283.8088,early may-late sep,CT,Thomaston
-72.342,41.484,Devils Hopyard State Park,860.526.2336,mid apr-late sep,CT,East Haddam
-71.811,41.534,Green Falls - Pachaug State Forest,860.376.4075,,CT,
-72.556,41.265,Hammonasset State Park,203.245.1817,early jun-late sep,CT,Madison
-73.004,41.935,Haws Memorial - American Legion State Forest,860. 379.0922,mid apr-late sep,CT,Barkhamsted
-71.926,41.602,Hopeville Pond State Park,860.376.2920,mid may-late sep,CT,Griswold
-73.377,41.823,Housatonic Meadows State Park,860.672.6772,mid apr-late sep,CT,Sharon
-73.205,41.421,Kettletown State Park,203.264.5169,mid may-late sep,CT,Southbury
-73.384,41.709,Lake Waramaug State Park,860.868.0220,mid may-late sep,CT,Kent
-73.494,41.777,Macedonia Brook State Park,860.927.3238,mid apr-late sep,CT,Kent
-71.985,41.859,Mashamoquet Brook State Park,860.928.6121,early jun-late sep,CT,Pomfret Center
-71.869,41.593,Mount Misery - Pachaug State Forest,860.376.4075,,CT,Voluntown
-73.224,41.71,Point Folly - White Memorial,860.567.0089,,CT,Bantam
-72.243,41.31,Rocky Neck State Park,860.739.5471,,CT,Niantic
-72.093,41.651,Salt Rock State Park,860.822.0884,mid may-late sep,CT,Baltic
-71.894,41.954,West Thompson Lake,860.923.3121,mid may-late aug,CT,
-73.216,41.727,Windmill Hill - White Memorial,860.567.0089,,CT,Litchfield
-71.971,41.852,Wolf Den - Mashamoquet Brook State Park,860.928.6121,early jun-late sep,CT,Pomfret Center
-75.117,38.78,Cape Henlopen State Park,302.645.8983,early mar-late nov,DE,Lewes
-75.066,38.606,Delaware Seashore State Park,302.539.7202,early mar-late nov,DE,Rehoboth Beach
-75.457,39.114,Dover AFB Military,302.677.3959,,DE,Dover
-75.534,38.979,Killens Pond State Park,302.284.3412,all year,DE,Felton
-75.718,39.548,Lums Pond State Park,302.368.6989,early mar-late dec,DE,Kirkwood
-75.6,38.645,Soroptimist Park,,,DE,Seaford
-75.476,38.53,Trap Pond State Park,302.875.2392,early mar-late nov,DE,Laurel
-81.274,24.66,Bahia Honda State Park,305.872.2353,all year,FL,Big Pine Key
-80.983,24.743,Curry Hammock State Park,305.289.2690,all year,FL,Marathon
-80.405,25.602,Larry and Penny Thompson Park,305.232.1049,,FL,Miami
-80.47,27.872,Long Point,321.952.4532,,FL,Melbourne Beach
-81.71,29.182,Juniper Springs,352.625.2520/850.523.8500,all year,FL,
-82.733,27.614,Fort Desoto County Park,727.893.9185,,FL,Tierra Verde
-86.157,30.329,Grayton Beach State Park,850.231.4210,all year,FL,Santa Rosa Beach
-85.212,30.808,Florida Caverns State Park,850.482.9598,all year,FL,Marianna
-86.3,30.375,Topsail Hill Preserve State Park,850.267.0299,all year,FL,Santa Rosa Beach
-87.274,30.323,Fort Pickens - Gulf Islands National Seashore,850.934.2622,all year,FL,Pensacola Beach
-81.286,29.881,Anastasia State Park,904.461.2033,all year,FL,Saint Augustin
-81.692,29.277,Hopkins Prairie,352.625.2520/850.523.8500,,FL,Ocala
-82.966,29.496,Manatee Springs State Park,352.493.6072,all year,FL,Chiefland
-85.005,30.001,Wright Lake,850.643.2282/850.523.8500,all year,FL,Bristol
-82.224,28.145,Hillsborough River State Park,813.987.6771,all year,FL,Thonotosassa
-85.2,30.142,Dead Lakes State Rec Area,850.639.2702,,FL,Wewahitchka
-80.943,25.137,Flamingo - Everglades National Park,239.695.0124,all year,FL,
-86.883,30.708,Blackwater River State Park,850.983.5363,all year,FL,Milton
-80.41,25.127,John Pennekamp - Coral Reef State Park,305.451.1202,all year,FL,Key Largo
-82.211,28.571,Cypress Glen - Withlacoochee State Forest,352.754.6896,,FL,Ridge Manor
-80.284,27.111,St. Lucie Lock,772.287.1382,all year,FL,Stuart
-82.477,27.17,Oscar Scherer State Park,941.483.5956,all year,FL,Osprey
-81.463,28.709,Wekiwa Springs State Park,407.884 2008,all year,FL,Orlando
-85.395,29.75,St. Joseph Peninsula State Park,850.227.1327,all year,FL,Port St Joe
-86.447,30.385,Henderson Beach State Park,850.837.7550,all year,FL,Destin
-82.756,31.509,General Coffee State Park,912.384.7082,all year,GA,Douglas
-83.395,33.208,Lake Sinclair,706.485.3180/770.297.3000,all year,GA,Eatonton
-85.49,34.816,Cloudland Canyon State Park,706.657.4050,all year,GA,Rising Fawn
-84.144,33.807,Stone Mountain Park Campground,770.498.5710,all year,GA,Stone Mountain
-81.053,31.948,Skidaway Island State Park,912.598.2300,all year,GA,Savannah
-84.693,34.115,McKinney - Allatoona Lake,678.721.6700,all year,GA,Cartersville
-83.97,34.739,Lake Winfield Scott,706.745.6928/770.297.3000,mid apr-mid nov,GA,Suches
-83.726,33.019,Dames Ferry County Park,478.994.7945,,GA,Juliette
-84.585,34.191,Sweetwater - Allatoona Lake,678.721.6700,mid mar-late aug,GA,Cartersville
-81.413,31.106,Jekyll Island County Park,912.635.3021,,GA,Jekyll Island
-84.815,32.839,F.D. Roosevelt State Park,706.663.4858,all year,GA,Pine Mountain
-83.545,34.928,Tallulah River,706.782.3322/770.297.3000,,GA,Clayton
-83.92,33.245,Indian Springs State Park,770.504.2277,all year,GA,Jackson
-84.037,34.21,Shady Grove,770.887.2067,,GA,Cumming
-83.92,33.245,Indian Springs State Park,770.504.2277,all year,GA,Jackson
-84.619,34.121,Payne - Allatoona Lake,678.721.6700,mid mar-late aug,GA,Cartersville
-82.261,33.66,Petersburg - Strom Thurmond Lake,706.541.9464,early mar-late nov,GA,Appling
-82.361,30.827,Stephen C. Foster State Park,912.637.5274,all year,GA,Fargo
-85.095,32.729,Blanton Creek Park,706.643.7737,,GA,Hamilton
-84.077,34.18,Sawnee,770.887.0592,mid mar-late aug,GA,Cumming
-81.562,31.913,Holbrook Pond Military - Fort Stewart,912.435.8213,,GA,Hinesville
-85.192,33.003,Holiday,706.884.6818,early mar-mid sep,GA,West Point
-83.912,34.71,Desoto Falls,706.745.6928/770.297.3000,,GA,Cleveland
-83.734,33.985,Fort Yargo State Park,770.867.3489,all year,GA,Winder
-84.722,34.192,McKaskey Creek - Allatoona Lake,678.721.6700,mid mar-late aug,GA,Cartersville
-159.305,22.147,Anahola Beach Park   -  Kauai,808.241.6660,,HI,Anahola
-157.707,21.351,Bellows Field Beach Park  - Oahu,808.523.4525,,HI,Waimanalo
-156.622,20.811,Camp Olowalu  - Maui,808.661.4303,,HI,Lahaina
-159.566,22.22,Haena Beach Park  - Kauai,808.241.6660,,HI,Kilauea
-159.342,21.994,Hanamaulu Beach Park  - Kauai,808.241.6660,,HI,Lihue
-156.229,20.753,Holua Dispersed - Haleakala National Park - Maui,808.572.4400,,HI,Kula
-155.898,19.38,Hookena Beach Park  - Hawaii,808.691.8311,,HI,Captain Cook
-157.884,21.544,Kahana Valley State Park - Oahu,808.587.0300,all year,HI,Hauula
-155.433,20.043,Kalopa State Rec Area - Hawaii,,all year,HI,Honokaa
-156.438,20.9,Kanaha Beach Park - Maui,808.270.7389,,HI,Kahului Airport
-157.902,21.397,Keaiwa Heiau State Rec Area - Oahu,808.587.0300,all year,HI,Aiea
-159.562,22.113,Koaie Primitive - Kokee State Park - Kauai,808.274.3433,all year,HI,Kilauea
-159.662,22.116,Kokee Campground  - Kokee State Park - Kauai,808.335.6061,all year,HI,Waimea
-155.12,19.882,Kolekole Beach Park  - Hawaii,808.974.6200,,HI,Honomu
-159.666,21.953,Lucy Wright Beach Park  - Kauai,808.241.6660,,HI,Waimea
-157.929,21.66,Malaekahana  State Rec Area - Oahu,808.587.0300,all year,HI,Kailua
-155.829,19.113,Manuka State Wayside - Hawaii,808.974.6200,all year,HI,Captain Cook
-155.296,19.425,Namakani Paio - Hawaii Volcanoes National Park,808.967.7321,,HI,Volcano
-159.364,21.954,Niumalu Park - Kauai,808.241.6660,,HI,Lihue
-155.037,19.736,Onekahakaha - Hawaii,808.974.6200,,HI,Hilo
-157.012,21.173,Palaau State Park - Molokai,808.984.8109,all year,HI,Hoolehua
-156.329,20.678,Polipoli Spring State Rec Area - Maui,808.984.8109.,all year,HI,Kula
-159.608,21.9,Salt Pond Beach  - Kauai,808.244.6660,,HI,Eleele
-159.622,22.13,Sugi Grove Primitive - Kokee State Park,808.241.3433,all year,HI,Hanapepe
-155.549,19.088,Whittington Beach Park  - Hawaii,808.691.8311,,HI,Naalehu
-116.374,43.234,Swan Falls - Idaho Power,,,ID,Kuna
-114.39,43.291,Lava Point  - Magic Reservoir,,,ID,Fairfield
-113.559,43.46,Lava Flow - Craters of the Moon National Mon,208.527.3257,,ID,Arco
-116.907,44.412,Mann Creek Recreation Area,208.549.4200,mid apr-late oct,ID,Weiser
-114.933,44.2,Glacier View,208.727.5000/208.737.3200,early jun-mid sep,ID,Stanley
-116.169,46.772,Elk Creek,208.875.1701/208.476.8273,all year,ID,Elk River
-115.543,44.072,Kirkham,208.259.3361/208.373.4100,all year,ID,Lowman
-116.047,44.521,Lake Cascade State Park,208.382.6544,all year,ID,Cascade
-115.76,45.062,Ponderosa,208.634.0600/208.634.0700,,ID,Cascade
-115.963,45.826,South Fork,208.983.1963/208.983.1950,,ID,Harpster
-88.156,37.469,Cave - In - Rock State Park,618.289.4325,,IL,Cave-In-Rock
-88.966,37.533,Ferne Clyffe State Park,618.995.2411,early apr-late dec,IL,Goreville
-91.056,41.348,Blanchard Island - Mississippi River,563.263.7913,,IL,Muscatine
-87.979,41.204,Kankakee River State Park,815.933.1383,all year,IL,Bourbonnais
-89.475,41.993,White Pines Forest State Park,815.946.3717,all year,IL,Polo
-88.978,42.37,Rock Cut State Park,815.885.3311,all year,IL,Loves Park
-89.011,41.321,Starved Rock State Park,815.667.4726,all year,IL,Utica
-88.773,39.445,Opossum Creek - Shelbyville Lake,217.774.3951,mid may-late aug,IL,Shelbyville
-88.379,37.603,Pharoah  -  Garden Of The Gods,618.658.2111/618.253.7114,all year,IL,Harrisburg
-91.479,40.112,Bear Creek - Mississippi River,217.222.0918,,IL,Marcelline
-85.022,41.708,Pokagon State Park,260.833.2012,all year,IN,Angola
-86.271,39.177,Brown County State Park,812.988.6406,all year,IN,Nashville
-85.402,41.341,Chain OLakes State Park,260.636.2654,all year,IN,Albion
-84.942,39.612,Whitewater Memorial State Park,765.458.5565,all year,IN,Liberty
-86.077,38.817,Starve Hollow  State Rec Area,812.358.3464,all year,IN,Vallonia
-86.431,39.013,Hardin Ridge,812.275.5987/812.275.5987,mid may-late dec,IN,Bloomington
-85.702,38.777,Hardy Lake  State Rec Area,812.794.3800,all year,IN,Scottsburg
-86.339,39.186,Yellowwood State Forest,812.988.7945,,IN,Nashville
-85.303,40.026,Summit Lake State Park,765.766.5873,all year,IN,New Castle
-86.726,39.283,McCormicks Creek State Park,812.829.2235,all year,IN,Spencer
-91.165,42.993,Pikes Peak State Park,563.873.2341,all year,IA,McGregor
-90.775,42.119,Maquoketa Caves State Park,563.652.5833,all year,IA,Maquoketa
-91.56,42.616,Backbone State Park,563.924.2527,all year,IA,Dundee
-90.423,42.247,Bellevue State Park,563.872.4019,all year,IA,Bellevue
-93.389,43.111,Clear Lake State Park,641.357.4212,all year,IA,Clear Lake
-93.68,41.732,Cherry Glen - Saylorville Lake,515.964.8792,mid apr-mid oct,IA,Des Moines
-96.47,42.557,Stone State Park,712.255.4698,all year,IA,Sioux City
-95.59,41.432,Arrowhead Park,712.485.2295,,IA,Neola
-91.508,41.909,Palisades Kepler State Park,319.895.6039,all year,IA,Mt.Vernon
-91.577,41.798,Lake Macbride State Park,319.624.2200,all year,IA,Solon
-96.9,39.101,Milford State Park,785.238.3014,all year,KS,Milford
-101.894,37.119,Cimarron,620.697.4621/719.545.8737,,KS,Elkhart
-95.354,38.942,Clinton State Park,785.842.8562,all year,KS,Lawrence
-96.786,37.833,El Dorado State Park,316.321.7180,all year,KS,El Dorado
-100.918,38.668,Scott State Park,620.872.2061,all year,KS,Scott City
-96.589,39.256,Tuttle Creek State Park,785.539.7941,all year,KS,Manhattan
-95.581,38.654,Pomona State Park,785.828.4933,all year,KS,Vassar
-99.732,38.808,Cedar Bluff State Park - North Shore,785.726.3212,all year,KS,Ellis
-95.747,38.536,Eisenhower State Park,785.528.4102,all year,KS,Osage City
-98.495,38.909,Wilson State Park,785.658.2465,all year,KS,Sylvan Grove
-84.826,36.951,Fall Creek,606.348.6042,,KY,Somerset
-85.337,37.272,Green River Lake State Park,270.465.8255,mid mar-mid dec,KY,Campbellsville
-88.282,37.012,Kentucky Dam Village State Park,800.325.0146,early apr-late oct,KY,Gilbertsville
-86.062,36.854,Barren River Lake State Park,800.325.0057,early apr-late oct,KY,Lucas
-86.097,37.184,Mammoth Cave - Mammoth Cave National Park,270.758.2424,all year,KY,Mammoth Cave
-84.267,36.982,Holly Bay Rec Area,606.864.4163/859.745.3100,early apr-mid oct,KY,London
-82.684,38.089,Yatesville Lake State Park,606.673.1492,early apr-late oct,KY,Louisa
-83.484,38.071,Zilpo Rec Area,606.784.6428/859.745.3100,mid may-mid oct,KY,Salt Lick
-84.748,38.889,Big Bone Lick State Park,859.384.3522,early apr-late oct,KY,Union
-83.633,37.784,Koomer Ridge Rec Area,606.784.6428/859.745.3100,,KY,Pine Ridge
-90.155,29.9,Bayou Segnette State Park,504.736.7140,all year,LA,Westwego
-92.47,31.114,Indian Creek Recreation Area,318.487.5058,,LA,Woodworth
-90.023,30.345,Fontainebleau State Park,985.624.4443,all year,LA,Mandeville
-93.731,31.592,North Toledo Bend State Park,318.645.4715,all year,LA,Zwolle
-92.288,30.79,Chicot State Park,337.363.2403,all year,LA,Ville Platte
-89.956,29.258,Grand Isle State Park,985.787.2559,all year,LA,Grand Isle
-92.52,32.25,Jimmie Davis State Park,318.249.2595,all year,LA,Chatham
-93.093,31.445,Kisatchie Bayou Complex,318.472.1840/318.471.7160,,LA,Provencal
-92.908,30.129,Lorrain Parish Park,337.721.3540,,LA,Bell City
-93.376,32.443,Lake Bistineau State Park,318.745.3503,all year,LA,Doyline
-68.264,45.524,Mattawamkeag Wilderness Park,888.724.2465,,ME,Lincoln
-71.063,44.306,Wild River,,,ME,Gilead
-68.214,44.313,Blackwoods - Acadia National Park,207.288.3338,all year,ME,Bar Harbor
-68.306,44.241,Seawall - Acadia National Park,207.244.3600,mid may-late sep,ME,Southwest Harb
-69.289,45.26,Peaks - Kenny State Park,207.564.2003,mid may-late sep,ME,Dover-Foxcroft
-67.153,44.854,Cobscook Bay State Park,207.726.4412,mid may-mid oct,ME,Dennysville
-70.982,44.036,Swans Falls Campground,207.935.3395,,ME,Fryeburg
-71.013,44.265,Cold River,603.528.8721/603.528.8721,,ME,Fryeburg
-68.9,46.109,South Branch Pond - Baxter State Park,207.723.5140,mid may-mid oct,ME,Millinocket
-70.448,44.681,Mount Blue State Park,207.585.2347,all year,ME,Weld
-75.162,38.208,Bayside - Assateague National Seashore,410.641.3030,mid april - mid oct,MD,Berlin
-75.985,39.48,Elk Neck State Park,410.287.5333,all year,MD,North East
-78.651,39.696,Rocky Gap State Park,301.722.1480,early may-mid dec,MD,Flintstone
